30,72,41,-0.0086155
30,73,38,-0.011261
30,73,39,-0.0085823
31,58,53,0.33754
31,58,54,0.31975
31,58,55,0.33467
31,58,56,0.33984
31,59,53,0.33754
31,59,54,0.32491
31,59,55,0.3186
31,59,56,0.33123
31,60,53,0.32491
31,60,54,0.34156
31,60,55,0.3341
31,60,56,0.32606
31,70,41,0.0047762
31,70,42,0.0064343
31,70,43,-0.0088376
31,70,44,-0.0112
31,71,39,-0.016768
31,71,40,-0.011078
31,71,41,-0.011689
31,71,42,-0.011608
31,71,43,-0.013797
31,71,44,-0.010374
31,72,39,-0.00024497
31,72,40,-0.0093813
31,72,41,-0.0095482
31,72,42,-0.0071961
31,72,43,-0.011114
31,72,44,-0.0093985
31,72,45,0.0069587
31,73,37,-0.0072183
31,73,38,-0.0012046
31,73,39,0.010661
31,73,40,0.014587
31,73,41,0.026971
31,73,42,0.0095001
31,74,38,-0.010105
31,74,39,0.0051059
31,74,40,0.01228
31,75,36,0.35591
31,75,37,0.37084
31,75,38,0.37141
31,76,36,0.37773
31,76,37,0.36452
31,76,38,0.37428
31,77,36,0.37084
31,77,37,0.35993
31,77,38,0.376
32,57,50,0.36912
32,57,51,0.32836
32,57,52,0.31056
32,57,53,0.31515
32,58,51,0.28071
32,58,53,0.33812
32,58,54,0.33525
32,58,55,0.3209
32,58,56,0.32377
32,59,53,0.33984
32,59,54,0.32549
32,59,55,0.31917
32,59,56,0.31975
32,60,48,0.00042896
32,60,49,0.0012403
32,60,50,0.35189
32,60,53,0.33238
32,60,54,0.32606
32,60,55,0.32721
32,60,56,0.32893
32,61,48,0.37428
32,61,49,0.36854
32,61,50,0.28703
32,62,48,-0.0013044
32,62,49,0.32319
32,62,50,0.20666
32,65,48,0.37543
32,65,49,0.31171
32,65,50,0.31114
32,66,47,0.0052436
32,66,48,-0.014206
32,66,49,0.32664
32,66,50,0.32491
32,66,51,0.3473
32,67,47,-0.0058468
32,67,48,0.3783
32,67,49,0.36223
32,67,50,0.34788
32,67,51,0.34788
32,70,41,-0.010123
32,70,42,-0.0096869
32,70,43,-0.0091786
32,70,44,-0.015912
32,71,39,-0.013518
32,71,40,-0.0046092
32,71,41,-0.0029967
32,71,42,0.0074225
32,71,43,0.016087
32,71,44,-0.0072994
32,72,38,-0.010822
32,72,39,-0.0042976
32,72,40,0.0033994
32,72,41,-0.0074612
32,72,42,-0.00012285
32,72,43,0.011272
32,72,44,0.011148
32,72,45,0.011238
32,73,37,-0.013305
32,73,38,-0.012509
32,73,39,-0.0023884
32,73,40,0.0029281
32,73,41,-0.0070744
32,74,37,0.37486
32,74,38,0.37773
32,74,39,0.34501
32,74,40,0.35304
32,74,41,0.0010684
32,75,29,0.35821
32,75,30,-0.00073792
32,75,31,0.024511
32,75,32,0.0044164
32,75,36,0.37141
32,76,29,0.34271
32,76,30,0.00055679
32,76,31,0.0034504
32,76,34,-0.0085791
32,76,35,0.35993
32,76,36,0.36051
32,77,30,0.004932
32,77,31,0.36165
33,57,50,0.35993
33,57,51,0.36567
33,57,52,0.37256
33,57,53,0.34788
33,58,50,0.0094417
33,58,51,0.014916
33,58,52,0.35075
33,58,53,0.34615
33,59,48,0.3496
33,59,49,0.35763
33,59,50,-0.00038696
33,59,51,0.017147
33,59,52,0.33869
33,59,53,0.33582
33,59,54,0.32893
33,59,55,0.34214
33,59,56,0.3318
33,60,48,0.3318
33,60,49,0.35649
33,60,50,0.34501
33,60,53,0.33008
33,60,54,0.33582
33,60,55,0.33295
33,60,56,0.32377
33,61,48,0.35878
33,61,49,0.33812
33,61,50,0.25431
33,61,53,0.33984
33,61,54,0.34845
33,61,55,0.32836
33,61,56,0.30941
33,62,47,0.0046622
33,62,48,0.0069011
33,62,49,0.35017
33,62,50,0.26062
33,63,47,-0.0015648
33,63,48,0.014193
33,64,47,-0.015906
33,64,48,0.0091029
33,65,48,-0.004534
33,65,49,0.00084792
33,65,50,0.33352
33,66,47,-0.00071572
33,66,48,0.0030881
33,66,49,-0.0039907
33,66,50,0.33582
33,66,51,0.33869
33,67,45,-0.0070101
33,67,46,-0.005278
33,67,47,-0.0083229
33,67,48,0.36739
33,67,49,0.35706
33,67,50,0.35878
33,67,51,0.35362
33,68,45,-0.012665
33,68,46,-0.0027086
33,68,47,0.37256
33,69,45,-0.016242
33,69,46,0.37715
33,69,47,0.35362
33,70,41,-0.0083406
33,70,42,-0.0039454
33,70,43,-0.010934
33,70,44,-0.0062247
33,70,45,-0.012674
33,70,46,0.33927
33,71,39,-0.0031389
33,71,40,0.0041054
33,71,41,-0.010596
33,71,42,-0.013313
33,71,43,0.0023725
33,71,44,0.010683
33,72,37,-0.00088889
33,72,38,-0.0035767
33,72,39,-0.0034957
33,72,40,0.00022599
33,72,41,-0.00026819
33,72,42,0.35649
33,72,43,0.0059055
33,72,44,0.35649
33,72,45,0.35649
33,73,37,0.0065291
33,73,38,0.31343
33,73,39,0.30195
33,73,40,0.36912
33,74,34,0.0014533
